,Customer ID,Gender,Age,Under 30,Senior Citizen,Tenure in Months,Contract,Internet Service,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Satisfaction Score,CLTV,Customer Status
6414,0356-ERHVT,Male,54,No,No,11,Month-to-Month,Yes,12.95,45.9,521.9,5,3880,Stayed
6415,7325-ENZFI,Female,37,No,No,39,One Year,Yes,0.0,40.3,1630.4,3,3424,Stayed
6416,3920-HIHMQ,Female,53,No,No,26,Month-to-Month,Yes,16.34,49.5,1265.65,5,4196,Stayed
6417,0613-WUXUM,Female,38,No,No,70,Two Year,No,38.63,19.2,1401.4,3,5261,Stayed
6418,4458-KVRBJ,Male,25,Yes,No,59,Two Year,No,25.89,25.0,1510.5,4,5537,Stayed
6419,1397-XKKWR,Male,47,No,No,7,One Year,Yes,0.0,35.3,264.8,4,3463,Stayed
6420,8097-OMULG,Male,63,No,No,59,One Year,Yes,15.94,76.75,4541.9,4,5918,Stayed
6421,6013-BHCAW,Male,27,Yes,No,61,Two Year,Yes,32.96,81.0,4976.15,4,4151,Stayed
6422,0401-WDBXM,Male,22,Yes,No,72,Two Year,Yes,8.33,105.55,7542.25,3,4331,Stayed
6423,3387-PLKUI,Female,27,Yes,No,13,Month-to-Month,No,16.74,18.8,251.25,5,2333,Stayed
6424,6096-EGVTU,Female,50,No,No,64,One Year,No,19.23,24.9,1595.5,4,5038,Stayed
6425,5081-NWSUP,Female,54,No,No,10,One Year,Yes,37.45,64.9,685.55,3,4883,Stayed
6426,2580-ATZSQ,Female,55,No,No,65,One Year,Yes,19.25,61.35,3874.1,3,6354,Stayed
6427,8085-MSNLK,Female,21,Yes,No,62,Two Year,Yes,42.68,113.95,6891.4,3,6193,Stayed
6428,9691-HKOVS,Female,20,Yes,No,55,One Year,Yes,47.46,90.15,4916.95,3,4712,Stayed
6429,9881-VCZEP,Female,29,Yes,No,25,Month-to-Month,Yes,12.12,54.1,1373.0,3,5701,Stayed
6430,8757-TFHHJ,Male,55,No,No,1,Month-to-Month,Yes,38.21,49.8,49.8,3,2978,Joined
6431,5119-KEPFY,Male,50,No,No,36,Month-to-Month,Yes,5.99,95.0,3440.25,5,3057,Stayed
6432,0916-KNFAJ,Male,37,No,No,61,Two Year,Yes,4.69,69.9,4226.7,4,5117,Stayed
6433,8319-QBEHW,Male,32,No,No,26,One Year,Yes,0.0,39.95,1023.75,4,2715,Stayed
6434,9625-QNLUX,Male,51,No,No,68,Two Year,Yes,21.86,103.25,7074.4,4,4751,Stayed
6435,4024-CSNBY,Female,39,No,No,72,Two Year,Yes,11.02,94.25,6849.75,4,6295,Stayed
6436,7110-BDTWG,Female,59,No,No,71,Two Year,Yes,0.0,47.05,3263.6,4,6302,Stayed
6437,7493-GVFIO,Male,56,No,No,57,Two Year,No,12.99,20.55,1252.85,3,4565,Stayed
6438,0690-SRQID,Male,20,Yes,No,4,Month-to-Month,No,18.28,19.65,67.55,3,4925,Stayed
6439,9114-DPSIA,Male,22,Yes,No,72,Two Year,Yes,2.73,81.0,5750.0,3,4237,Stayed
6440,4700-UBQMV,Male,42,No,No,21,One Year,Yes,31.55,75.9,1549.75,4,3503,Stayed
6441,7711-GQBZC,Female,42,No,No,71,Two Year,No,19.49,24.7,1810.55,4,5187,Stayed
6442,9795-NREXC,Female,41,No,No,64,Two Year,Yes,11.85,85.0,5484.4,4,5472,Stayed
6443,8573-CGOCC,Male,48,No,No,16,Month-to-Month,No,24.79,19.75,294.9,5,5433,Stayed
6444,7356-AYNJP,Female,33,No,No,4,One Year,No,6.36,23.9,97.5,4,5685,Stayed
6445,6286-SUUWT,Male,44,No,No,1,Month-to-Month,No,27.08,19.95,19.95,4,5916,Joined
6446,4819-HJPIW,Male,32,No,No,18,Month-to-Month,Yes,0.0,25.15,476.8,3,2675,Stayed
6447,8654-DHAOW,Female,47,No,No,2,Month-to-Month,Yes,21.3,54.15,101.65,5,3527,Joined
6448,5438-QMDDL,Female,20,Yes,No,19,Month-to-Month,Yes,8.3,59.8,1130.85,3,3652,Stayed
6449,9812-GHVRI,Female,50,No,No,40,Month-to-Month,Yes,33.66,83.85,3532.25,4,4294,Stayed
6450,1228-ZLNBX,Male,25,Yes,No,21,Month-to-Month,Yes,3.26,75.3,1570.7,3,2847,Stayed
6451,4226-KKDON,Male,41,No,No,8,Month-to-Month,Yes,30.8,66.65,520.95,4,3804,Stayed
6452,3831-YCPUO,Female,38,No,No,72,Two Year,Yes,32.23,109.5,7854.9,3,6419,Stayed
6453,7445-WMRBW,Female,49,No,No,48,One Year,Yes,21.39,73.85,3581.4,4,4740,Stayed
6454,3308-DGHKL,Male,54,No,No,69,Two Year,No,17.74,19.3,1447.9,5,5028,Stayed
6455,9924-JPRMC,Male,60,No,No,72,Two Year,Yes,36.49,118.2,8547.15,3,4886,Stayed
6456,0080-EMYVY,Female,64,No,No,14,One Year,Yes,24.04,51.45,727.85,3,4298,Stayed
6457,6218-KNUBD,Male,58,No,No,6,Month-to-Month,Yes,10.88,59.45,357.6,4,2393,Stayed
6458,7337-CINUD,Female,48,No,No,8,Two Year,No,17.2,19.5,159.35,4,5206,Stayed
6459,7609-NRNCA,Female,21,Yes,No,17,One Year,No,42.42,19.55,280.85,3,4947,Stayed
6460,0623-EJQEG,Male,50,No,No,65,One Year,Yes,2.72,93.55,6069.25,3,5774,Stayed
6461,7153-CHRBV,Female,54,No,No,57,One Year,Yes,18.85,59.3,3274.35,3,6287,Stayed
6462,6198-PNNSZ,Female,54,No,No,56,One Year,Yes,37.76,109.8,6109.65,4,5648,Stayed
6463,3317-VLGQT,Female,50,No,No,14,Month-to-Month,Yes,4.45,78.1,1122.4,4,3157,Stayed
6464,4132-POCZS,Male,47,No,No,52,Month-to-Month,Yes,0.0,39.9,2020.9,3,6371,Stayed
6465,5614-DNZCE,Female,56,No,No,58,Two Year,Yes,29.47,64.9,3795.45,4,5040,Stayed
6466,3896-RCYYE,Female,61,No,No,67,Month-to-Month,Yes,0.0,53.4,3579.15,5,5990,Stayed
6467,9638-JIQYA,Male,22,Yes,No,2,Month-to-Month,Yes,0.0,24.9,49.7,3,4033,Joined
6468,3726-TBHQT,Male,25,Yes,No,71,Two Year,Yes,25.45,114.0,8175.9,4,5600,Stayed
6469,3190-ITQXP,Female,42,No,No,46,Two Year,No,27.65,20.25,890.35,3,3879,Stayed
6470,3039-MJSLN,Male,36,No,No,3,Month-to-Month,No,18.43,20.2,50.6,3,3594,Joined
6471,0178-CIIKR,Female,60,No,No,3,Month-to-Month,No,2.69,19.95,58.0,3,5949,Joined
6472,5774-QPLTF,Male,40,No,No,50,One Year,No,26.98,20.35,938.95,5,6391,Stayed
6473,5010-IPEAQ,Female,29,Yes,No,67,Two Year,Yes,0.0,54.2,3623.95,3,5261,Stayed
6474,8990-YOZLV,Female,46,No,No,69,Two Year,Yes,13.91,66.9,4577.9,3,5059,Stayed
6475,3069-SSVSN,Female,50,No,No,1,One Year,Yes,0.0,25.85,25.85,3,4467,Joined
6476,5222-IMUKT,Male,40,No,No,32,Month-to-Month,Yes,47.3,91.05,2871.5,4,2716,Stayed
6477,6685-XSHHU,Male,45,No,No,60,Two Year,No,32.12,20.95,1270.55,5,4425,Stayed
6478,8901-UPRHR,Female,40,No,No,72,Two Year,Yes,44.03,109.2,7711.45,4,6130,Stayed
6479,3845-FXCYS,Male,55,No,No,2,Month-to-Month,No,7.8,19.65,31.2,5,4841,Joined
6480,5857-XRECV,Female,44,No,No,2,One Year,No,31.01,20.5,38.25,3,4486,Joined
6481,0725-CXOTM,Female,29,Yes,No,36,One Year,Yes,44.7,89.65,3348.1,3,4844,Stayed
6482,4343-EJVQB,Male,48,No,No,7,Month-to-Month,Yes,1.67,74.35,533.6,4,2463,Stayed
6483,3427-GGZZI,Female,30,No,No,19,Month-to-Month,Yes,45.37,89.1,1620.8,5,3624,Stayed
6484,3154-CFSZG,Male,57,No,No,47,Month-to-Month,Yes,38.25,90.05,4137.2,4,3291,Stayed
6485,2220-IAHLS,Female,49,No,No,1,Month-to-Month,No,2.85,19.4,19.4,3,5566,Joined
6486,4377-VDHYI,Male,29,Yes,No,32,One Year,Yes,36.65,90.8,3023.85,3,2722,Stayed
6487,4937-QPZPO,Male,62,No,No,61,One Year,Yes,34.54,99.9,6241.35,5,5641,Stayed
6488,2925-VDZHY,Male,64,No,No,72,Two Year,Yes,28.63,88.7,6501.35,4,4641,Stayed
6489,6981-TDRFT,Male,25,Yes,No,44,One Year,Yes,0.0,54.3,2317.1,5,3423,Stayed
6490,3413-CSSTH,Male,40,No,No,41,Month-to-Month,Yes,6.6,55.7,2237.55,4,5590,Stayed
6491,8033-VCZGH,Male,27,Yes,No,50,One Year,Yes,23.28,103.95,5231.3,3,4363,Stayed
6492,0224-NIJLP,Male,30,No,No,8,Two Year,No,2.87,20.15,165.5,4,3899,Stayed
6493,7542-CYDDM,Male,61,No,No,18,Month-to-Month,No,22.97,20.05,358.5,3,4204,Stayed
6494,4718-WXBGI,Male,21,Yes,No,72,Two Year,Yes,27.1,91.95,6614.9,4,4403,Stayed
6495,5716-LIBJC,Female,29,Yes,No,13,One Year,Yes,11.99,104.15,1299.1,3,2810,Stayed
6496,2868-LLSKM,Female,50,No,No,68,One Year,Yes,15.94,83.65,5733.4,4,5958,Stayed
6497,2988-QRAJY,Male,27,Yes,No,69,Two Year,Yes,5.71,110.05,7430.75,3,5798,Stayed
6498,0071-NDAFP,Male,31,No,No,25,Two Year,No,23.69,25.5,630.6,3,5230,Stayed
6499,7328-ZJAJO,Female,19,Yes,No,59,Two Year,No,9.51,19.5,1222.65,4,4579,Stayed
6500,1090-PYKCI,Female,19,Yes,No,69,One Year,Yes,23.02,105.1,7234.8,3,4686,Stayed
6501,3058-WQDRE,Male,37,No,No,13,Month-to-Month,Yes,0.0,25.15,331.85,5,4943,Stayed
6502,2279-AXJJK,Male,27,Yes,No,52,Month-to-Month,Yes,8.94,95.65,5088.4,3,4465,Stayed
6503,0909-SELIE,Male,53,No,No,61,Two Year,Yes,43.48,80.8,4860.85,4,4302,Stayed
6504,3417-TSCIC,Male,19,Yes,No,29,One Year,Yes,0.0,24.85,788.05,5,4161,Stayed
6505,1042-HFUCW,Female,37,No,No,25,One Year,Yes,39.9,54.75,1266.35,5,5136,Stayed
6506,6537-OTKMY,Male,52,No,No,15,One Year,Yes,0.0,50.75,688.2,5,5091,Stayed
6507,8999-EXMNO,Female,48,No,No,19,Two Year,No,31.85,20.15,387.7,3,4246,Stayed
6508,6725-TPKJO,Male,28,Yes,No,44,Two Year,No,47.53,20.05,845.25,3,2798,Stayed
6509,7162-WPHPM,Male,44,No,No,58,Two Year,Yes,40.57,71.6,4230.25,4,4747,Stayed
6510,1599-MMYRQ,Male,27,Yes,No,62,One Year,Yes,39.67,81.45,4983.05,3,5179,Stayed
6511,8821-KVZKQ,Female,52,No,No,70,One Year,Yes,0.0,58.4,4113.15,5,4117,Stayed
6512,6434-TTGJP,Male,49,No,No,10,Two Year,Yes,0.0,53.7,521.0,3,5671,Stayed
6513,0042-JVWOJ,Male,64,No,No,26,One Year,No,37.7,19.6,471.85,4,3722,Stayed
6514,0130-SXOUN,Male,55,No,No,66,Month-to-Month,Yes,48.78,89.4,5976.9,3,4889,Stayed
6515,2330-PQGDQ,Male,36,No,No,51,One Year,Yes,9.5,84.2,4299.75,5,4952,Stayed
6516,1452-UZOSF,Male,31,No,No,72,Two Year,Yes,7.16,106.1,7548.6,3,4890,Stayed
6517,2097-YVPKN,Male,56,No,No,65,Two Year,No,4.9,25.75,1654.75,5,5707,Stayed
6518,8597-CTXVJ,Male,31,No,No,70,One Year,Yes,26.62,64.95,4551.5,4,5392,Stayed
6519,6631-HMANX,Male,39,No,No,72,Two Year,Yes,31.15,85.45,6227.5,4,5641,Stayed
6520,9962-BFPDU,Female,61,No,No,1,Month-to-Month,No,16.02,20.05,20.05,5,5811,Joined
6521,6394-HHHZM,Male,27,Yes,No,3,Month-to-Month,No,38.41,20.7,57.5,4,2011,Joined
6522,5995-LFTLE,Male,39,No,No,58,Two Year,No,48.78,25.3,1474.35,5,4477,Stayed
6523,0665-XHDJU,Male,21,Yes,No,72,Two Year,Yes,34.95,99.4,7285.7,5,6022,Stayed
6524,8265-HKSOW,Female,35,No,No,72,Two Year,Yes,17.89,107.45,7658.3,4,4505,Stayed
6525,3544-FBCAS,Female,36,No,No,72,Two Year,Yes,12.84,83.6,5959.3,3,4116,Stayed
6526,4759-PXTAN,Female,34,No,No,59,One Year,Yes,20.27,80.1,4693.2,5,4093,Stayed
6527,7054-DMVAS,Male,47,No,No,54,Two Year,Yes,18.74,65.3,3512.9,3,4556,Stayed
6528,3428-MMGUB,Male,34,No,No,60,Two Year,Yes,7.1,89.55,5231.2,5,5874,Stayed
6529,6549-BTYPG,Female,19,Yes,No,60,Two Year,Yes,0.0,60.8,3603.45,5,5784,Stayed
6530,7823-JSOAG,Male,39,No,No,3,Month-to-Month,Yes,6.97,74.5,217.45,3,5203,Joined
6531,3705-RHRFR,Female,52,No,No,69,Two Year,Yes,45.35,99.15,6875.35,3,5031,Stayed
6532,9374-YOLBJ,Female,29,Yes,No,1,Month-to-Month,No,25.1,19.25,19.25,4,2053,Joined
6533,9074-KGVOX,Male,44,No,No,50,Month-to-Month,Yes,0.0,39.45,2021.35,3,6018,Stayed
6534,6128-DAFVY,Female,58,No,No,56,Month-to-Month,Yes,0.0,44.85,2564.95,5,4021,Stayed
6535,9933-QRGTX,Female,59,No,No,60,Two Year,Yes,32.5,97.2,5611.75,4,4905,Stayed
6536,5066-GFJMM,Female,55,No,No,3,Month-to-Month,No,41.36,19.9,45.75,5,3716,Joined
6537,2661-GKBTK,Male,39,No,No,60,Two Year,Yes,27.2,76.95,4543.95,4,5053,Stayed
6538,0458-HEUZG,Female,58,No,No,13,Two Year,Yes,0.0,35.4,450.4,3,3239,Stayed
6539,7268-WNTCP,Male,45,No,No,62,Two Year,No,1.87,20.45,1297.35,4,5746,Stayed
6540,0824-VWDPO,Female,58,No,No,45,One Year,Yes,1.57,96.75,4442.75,4,3682,Stayed
6541,8409-WQJUX,Female,37,No,No,25,One Year,Yes,0.0,54.2,1423.15,3,4458,Stayed
6542,2578-JQPHZ,Male,30,No,No,44,Two Year,Yes,48.95,100.1,4378.35,3,4025,Stayed
6543,3278-FSIXX,Female,34,No,No,2,Month-to-Month,Yes,39.5,45.25,74.2,3,5441,Joined
6544,9746-UGFAC,Female,50,No,No,22,One Year,No,10.25,20.85,450.65,5,3171,Stayed
6545,2946-KIQSP,Female,59,No,No,35,Month-to-Month,Yes,0.0,33.45,1175.85,5,2553,Stayed
6546,0625-AFOHS,Female,40,No,No,29,Two Year,No,34.44,20.2,558.8,3,2784,Stayed
6547,4636-OLWOE,Male,20,Yes,No,54,One Year,Yes,4.16,61.0,3283.05,4,5594,Stayed
6548,4685-ERGHK,Male,45,No,No,57,One Year,Yes,36.08,86.9,4939.25,5,6109,Stayed
6549,0885-HMGPY,Male,55,No,No,62,Two Year,Yes,41.13,69.4,4237.5,3,6469,Stayed
6550,5003-OKNNK,Female,44,No,No,15,One Year,No,46.64,20.35,335.95,3,3205,Stayed
6551,7208-PSIHR,Female,50,No,No,70,Two Year,Yes,5.46,104.3,7188.5,4,5583,Stayed
6552,4012-ZTHBR,Female,33,No,No,21,Month-to-Month,Yes,38.95,44.95,926.25,5,3752,Stayed
6553,0489-WMEMG,Female,61,No,No,23,One Year,Yes,25.85,49.45,1119.35,3,5237,Stayed
6554,7435-ZNUYY,Male,24,Yes,No,6,One Year,No,12.17,20.6,116.6,3,4439,Stayed
6555,1354-YZFNB,Male,53,No,No,4,Two Year,No,29.09,19.55,68.8,4,5573,Stayed
6556,2985-FMWYF,Female,46,No,No,23,Month-to-Month,Yes,18.12,93.5,2341.55,3,4861,Stayed
6557,2812-ENYMO,Male,22,Yes,No,26,One Year,Yes,0.0,54.55,1362.85,4,4296,Stayed
6558,2717-HVIZY,Female,24,Yes,No,8,Month-to-Month,No,15.66,20.05,163.6,4,2675,Stayed
6559,3422-GALYP,Male,20,Yes,No,2,Month-to-Month,Yes,28.61,79.45,145.15,4,2657,Joined
6560,2890-WFBHU,Female,26,Yes,No,59,One Year,Yes,1.94,79.85,4786.1,3,6041,Stayed
6561,0327-WFZSY,Male,62,No,No,39,One Year,Yes,17.29,100.0,3835.55,3,5434,Stayed
6562,7977-HXJKU,Male,45,No,No,21,Two Year,No,27.6,19.6,397.0,3,2447,Stayed
6563,7033-CLAMM,Female,60,No,No,48,Two Year,No,18.64,20.2,1027.25,5,3828,Stayed
6564,0864-FVJNJ,Female,63,No,No,64,One Year,Yes,6.83,113.35,7222.75,3,4952,Stayed
6565,7356-IWLFW,Male,43,No,No,46,Month-to-Month,Yes,5.52,80.0,3769.7,5,3315,Stayed
6566,9541-PWTWO,Female,32,No,No,52,Two Year,Yes,38.71,80.95,4233.95,5,4924,Stayed
6567,3967-VQOGC,Female,54,No,No,67,Two Year,No,17.43,24.9,1680.25,5,5847,Stayed
6568,6308-CQRBU,Female,32,No,No,71,Two Year,Yes,29.78,109.25,7707.7,3,5044,Stayed
6569,0186-CAERR,Male,22,Yes,No,71,One Year,Yes,2.88,116.3,8309.55,4,4644,Stayed
6570,3043-SUDUA,Female,35,No,No,32,Month-to-Month,No,15.53,19.9,601.55,3,4374,Stayed
6571,5442-BHQNG,Female,32,No,No,2,Month-to-Month,Yes,44.77,70.35,139.25,5,3430,Joined
6572,2169-RRLFW,Female,48,No,No,71,Two Year,No,11.18,25.6,1888.25,5,5063,Stayed
6573,5872-OEQNH,Female,29,Yes,No,60,One Year,Yes,0.0,44.45,2773.9,4,4928,Stayed
6574,8873-GLDMH,Female,45,No,No,6,Month-to-Month,Yes,27.69,73.85,401.3,4,4220,Stayed
6575,5696-JVVQY,Female,56,No,No,48,Two Year,Yes,4.45,70.1,3238.4,4,5476,Stayed
6576,8946-BFWSG,Male,19,Yes,No,63,Two Year,No,24.5,25.25,1573.05,5,6245,Stayed
6577,0547-HURJB,Male,19,Yes,No,12,Month-to-Month,No,19.38,21.05,235.8,3,4001,Stayed
6578,8845-LWKGE,Female,56,No,No,30,One Year,Yes,36.74,64.5,1985.15,5,2215,Stayed
6579,0691-NIKRI,Female,41,No,No,40,One Year,Yes,16.73,105.95,4335.2,5,3784,Stayed
6580,5022-JNQEQ,Female,39,No,No,9,Month-to-Month,Yes,8.1,75.85,647.5,5,4843,Stayed
6581,3249-VHRIP,Female,38,No,No,62,Two Year,Yes,0.0,43.6,2748.7,4,4507,Stayed
6582,3736-BLEPA,Male,50,No,No,28,One Year,Yes,13.69,91.25,2483.65,5,2886,Stayed
6583,4701-LKOZD,Female,64,No,No,70,Two Year,Yes,29.53,89.75,6367.2,4,5150,Stayed
6584,6603-QWSPR,Female,20,Yes,No,46,Two Year,Yes,5.86,104.4,4904.2,4,4190,Stayed
6585,9921-QFQUL,Female,33,No,No,23,Month-to-Month,Yes,22.17,90.15,2044.95,4,5110,Stayed
6586,1929-ZCBHE,Male,27,Yes,No,47,One Year,Yes,0.0,40.3,1794.8,3,5040,Stayed
6587,4378-MYPGO,Male,41,No,No,68,Two Year,Yes,31.4,105.25,7173.15,3,5795,Stayed
6588,4129-LYCOI,Female,28,Yes,No,67,Two Year,Yes,12.54,104.0,7039.05,3,4741,Stayed
6589,7798-JVXYM,Female,52,No,No,14,Month-to-Month,Yes,37.01,69.65,921.4,3,5351,Stayed
6590,8647-SDTWQ,Male,59,No,No,57,Month-to-Month,Yes,49.95,74.3,4018.35,5,4133,Stayed
6591,2696-ECXKC,Female,34,No,No,55,One Year,Yes,41.18,100.9,5448.6,4,6153,Stayed
6592,2081-KJSQF,Male,25,Yes,No,1,Month-to-Month,No,42.96,20.25,20.25,5,4769,Joined
6593,3323-CPBWR,Male,61,No,No,23,Month-to-Month,Yes,8.5,96.9,2085.45,4,3875,Stayed
6594,3384-CTMSF,Male,61,No,No,47,Month-to-Month,Yes,48.69,104.1,5135.15,5,3142,Stayed
6595,0902-RFHOF,Male,38,No,No,38,One Year,No,22.23,20.1,730.1,3,2907,Stayed
6596,7718-RXDGG,Male,54,No,No,15,Month-to-Month,Yes,24.17,68.6,1108.6,4,3351,Stayed
6597,1025-FALIX,Female,49,No,No,26,Month-to-Month,Yes,37.51,69.05,1815.65,3,5379,Stayed
6598,3451-VAWLI,Female,62,No,No,35,Two Year,No,15.41,19.7,730.4,4,5636,Stayed
6599,3407-QGWLG,Male,23,Yes,No,3,Month-to-Month,No,37.85,20.05,75.45,4,2948,Joined
6600,2347-WKKAE,Male,52,No,No,42,Month-to-Month,Yes,41.16,94.4,4014.6,3,2662,Stayed
6601,8735-DCXNF,Male,34,No,No,10,Month-to-Month,Yes,21.85,54.95,568.85,3,3519,Stayed
6602,3214-IYUUQ,Female,19,Yes,No,61,One Year,Yes,10.21,93.7,5860.7,3,4300,Stayed
6603,1936-UAFEH,Female,43,No,No,68,Two Year,Yes,48.82,110.25,7279.35,4,5502,Stayed
6604,3587-PMCOY,Male,37,No,No,10,One Year,Yes,46.33,98.9,1064.95,3,4614,Stayed
6605,1027-LKKQQ,Female,35,No,No,72,Two Year,Yes,12.96,80.45,5886.85,3,4480,Stayed
6606,7148-XZPHA,Male,43,No,No,55,Month-to-Month,Yes,13.45,79.4,4238.45,4,4162,Stayed
6607,5309-TAIKL,Female,42,No,No,7,Month-to-Month,Yes,8.29,62.8,418.3,4,4080,Stayed
6608,6856-RAURS,Female,50,No,No,2,Month-to-Month,Yes,41.08,74.9,136.05,4,2044,Joined
6609,8778-LMWTJ,Female,28,Yes,No,9,Month-to-Month,Yes,13.05,74.85,708.2,3,5770,Stayed
6610,9717-IOAAF,Male,54,No,No,27,Two Year,No,2.65,25.85,788.55,5,2682,Stayed
6611,2845-KDHVX,Female,57,No,No,64,Two Year,Yes,23.29,68.3,4378.8,5,5425,Stayed
6612,0848-SOMKO,Male,23,Yes,No,70,Two Year,Yes,0.0,48.4,3442.8,3,4483,Stayed
6613,1535-VTJOQ,Female,19,Yes,No,24,Two Year,No,26.64,25.15,553.0,5,3904,Stayed
6614,6368-TZZDT,Male,62,No,No,4,Two Year,No,3.57,19.5,96.85,4,5390,Stayed
6615,0943-ZQPXH,Male,46,No,No,44,Month-to-Month,Yes,26.25,92.95,4122.9,5,5635,Stayed
6616,1293-BSEUN,Female,64,No,No,72,Two Year,No,6.9,20.7,1482.3,5,4528,Stayed
6617,1302-TPUBN,Male,58,No,No,66,Two Year,No,21.23,19.35,1240.8,3,5637,Stayed
6618,0927-CNGRH,Male,42,No,No,1,Month-to-Month,No,30.63,19.55,19.55,4,5272,Joined
6619,8608-OZTLB,Male,59,No,No,38,One Year,Yes,31.45,74.05,2802.3,3,5975,Stayed
6620,2335-GSODA,Male,36,No,No,23,Two Year,Yes,0.0,40.1,857.75,4,2327,Stayed
6621,1952-DVVSW,Female,23,Yes,No,10,One Year,No,14.04,20.1,184.4,5,3509,Stayed
6622,6656-GULJQ,Male,25,Yes,No,72,Two Year,Yes,21.21,83.55,6093.3,3,5940,Stayed
6623,9853-JFZDU,Female,20,Yes,No,35,Month-to-Month,Yes,20.79,56.85,1861.1,4,3102,Stayed
6624,3777-XROBG,Female,52,No,No,58,Two Year,No,43.52,19.55,1079.65,4,4125,Stayed
6625,6994-FGRHH,Male,37,No,No,70,One Year,Yes,3.67,106.15,7475.1,4,4649,Stayed
6626,4000-VGMQP,Male,56,No,No,38,One Year,Yes,13.67,78.95,2862.55,5,2125,Stayed
6627,3999-WRNGR,Female,39,No,No,60,Month-to-Month,Yes,0.0,49.75,3069.45,3,6307,Stayed
6628,3466-RITXD,Male,34,No,No,26,Month-to-Month,Yes,37.59,92.4,2349.8,3,5461,Stayed
6629,2680-XKKNJ,Female,60,No,No,8,One Year,Yes,17.52,58.2,469.25,4,3325,Stayed
6630,2101-RANCD,Female,50,No,No,55,Month-to-Month,Yes,8.93,73.1,4144.9,4,5832,Stayed
6631,7921-BEPCI,Female,40,No,No,72,Two Year,Yes,12.63,59.75,4265.0,3,4515,Stayed
6632,8510-TMWYB,Female,61,No,No,54,Two Year,Yes,23.02,59.8,3246.45,5,5898,Stayed
6633,3258-ZKPAI,Male,26,Yes,No,72,Two Year,Yes,21.29,116.6,8337.45,3,5227,Stayed
6634,1428-IEDPR,Male,54,No,No,52,Two Year,Yes,20.8,109.3,5731.4,4,5624,Stayed
6635,4450-YOOHP,Female,56,No,No,39,Month-to-Month,Yes,0.0,50.65,1905.4,4,5433,Stayed
6636,6728-CZFEI,Female,28,Yes,No,15,One Year,Yes,6.56,56.15,931.9,4,5473,Stayed
6637,3653-NCRDJ,Male,39,No,No,43,One Year,No,14.97,19.2,776.25,4,5594,Stayed
6638,6519-ZHPXP,Female,51,No,No,72,Two Year,Yes,41.55,108.3,7679.65,4,4183,Stayed
6639,3472-QPRCH,Male,43,No,No,40,Two Year,No,27.95,25.25,1006.9,5,3217,Stayed
6640,8224-UAXBZ,Female,55,No,No,58,One Year,Yes,0.0,45.35,2540.1,3,5137,Stayed
6641,9610-WCESF,Male,44,No,No,67,Two Year,Yes,0.0,43.9,3097.2,4,6344,Stayed
6642,2486-WYVVE,Male,47,No,No,31,One Year,Yes,3.12,79.3,2484.0,5,5238,Stayed
6643,1422-DGUBX,Male,64,No,No,32,One Year,Yes,43.11,79.25,2619.15,5,2735,Stayed
6644,2999-AANRQ,Female,23,Yes,No,21,Two Year,Yes,17.35,71.05,1524.85,4,5138,Stayed
6645,8668-KNZTI,Male,42,No,No,52,One Year,Yes,47.9,53.75,2790.65,3,5957,Stayed
6646,0480-KYJVA,Female,42,No,No,72,Two Year,No,47.6,24.25,1784.5,4,5897,Stayed
6647,9746-YKGXB,Male,48,No,No,52,One Year,Yes,0.0,44.25,2276.1,3,6340,Stayed
6648,3926-YZVVX,Female,62,No,No,41,One Year,Yes,12.42,50.05,2029.05,5,2157,Stayed
6649,6000-UKLWI,Male,46,No,No,41,Two Year,No,36.76,20.15,802.35,3,4982,Stayed
6650,6332-FBZRI,Male,39,No,No,67,One Year,Yes,36.21,69.35,4653.25,3,5589,Stayed
6651,2096-XOTMO,Female,40,No,No,16,Month-to-Month,No,12.82,19.35,275.9,5,4146,Stayed
6652,3266-FTKHB,Male,35,No,No,17,Two Year,No,27.66,19.15,343.45,3,2717,Stayed
6653,8221-EQDGL,Male,27,Yes,No,35,Month-to-Month,Yes,25.32,61.0,2130.45,3,4355,Stayed
6654,2346-LOCWC,Female,52,No,No,58,Two Year,No,25.86,20.5,1191.4,4,6186,Stayed
6655,0298-XACET,Male,35,No,No,52,Two Year,Yes,0.0,50.2,2554.0,4,5396,Stayed
6656,7560-QJAVJ,Female,60,No,No,70,Two Year,Yes,47.72,79.6,5589.45,3,5474,Stayed
6657,2995-YWTCD,Female,20,Yes,No,19,Two Year,No,31.58,24.9,467.7,3,5396,Stayed
6658,9137-UIYPG,Female,33,No,No,35,Month-to-Month,Yes,26.09,106.9,3756.45,3,5447,Stayed
6659,2809-ZMYOQ,Female,33,No,No,32,Month-to-Month,Yes,41.53,101.35,3334.9,5,4341,Stayed
6660,5084-OOVCJ,Female,25,Yes,No,17,Month-to-Month,Yes,20.23,55.35,920.5,4,5465,Stayed
6661,0254-WWRKD,Female,44,No,No,67,One Year,Yes,46.9,50.55,3431.75,5,5122,Stayed
6662,7727-SHVZV,Female,56,No,No,9,Month-to-Month,No,43.83,19.5,150.35,4,4883,Stayed
6663,5339-PXDVH,Male,43,No,No,4,Month-to-Month,Yes,31.57,90.65,367.95,3,3559,Stayed
6664,8782-NUUOL,Male,62,No,No,60,One Year,Yes,35.13,79.0,4801.1,3,4807,Stayed
